id,delivered_time,brand,outlet,sku,order_quantity
6790,2021-08-17T17:37:22Z,C,YK28,996,2
6791,2021-08-17T19:20:30Z,B,YK28,591,1
6792,2021-08-17T19:24:14Z,C,YK28,994,6
6793,2021-08-17T19:26:00Z,C,YK28,998,2
6794,2021-08-17T19:26:00Z,C,YK28,999,1
6795,2021-08-17T19:26:00Z,C,YK28,999,1
6796,2021-08-17T19:26:00Z,C,YK28,001,1
6797,2021-08-17T19:26:00Z,C,YK28,403,1
6798,2021-08-18T10:30:46Z,A,YK28,201,1
6799,2021-08-18T10:30:46Z,A,YK28,217,1
6800,2021-08-18T10:52:19Z,C,YK28,994,1
6801,2021-08-18T10:52:19Z,C,YK28,998,1
6802,2021-08-18T10:52:19Z,C,YK28,999,1
6803,2021-08-18T10:52:19Z,C,YK28,001,1
6804,2021-08-18T10:52:19Z,C,YK28,403,1
6805,2021-08-18T10:52:19Z,C,YK28,901,1
6806,2021-08-18T11:37:17Z,B,YK28,593,1
6807,2021-08-18T11:57:31Z,C,YK28,998,1
6808,2021-08-18T11:57:31Z,C,YK28,000,2
6809,2021-08-18T11:57:31Z,C,YK28,001,1
6810,2021-08-18T11:57:31Z,C,YK28,403,2
6811,2021-08-18T15:38:09Z,C,YK28,994,6
6812,2021-08-18T15:49:39Z,B,YK28,581,1
6813,2021-08-18T15:49:39Z,B,YK28,599,1
6814,2021-08-18T16:21:27Z,C,YK28,994,6
6815,2021-08-18T16:21:27Z,C,YK28,998,1
6816,2021-08-18T16:21:27Z,C,YK28,999,3
6817,2021-08-18T16:21:27Z,C,YK28,000,1
6818,2021-08-18T16:21:27Z,C,YK28,403,1
6819,2021-08-18T16:27:41Z,C,YK28,994,2
6820,2021-08-18T16:27:41Z,C,YK28,998,2
6821,2021-08-18T16:27:41Z,C,YK28,000,2
6822,2021-08-18T16:35:52Z,C,YK28,998,1
6823,2021-08-18T16:35:52Z,C,YK28,999,1
6824,2021-08-18T16:35:52Z,C,YK28,000,1
6825,2021-08-18T16:35:52Z,C,YK28,001,2
6826,2021-08-18T16:35:52Z,C,YK28,403,1
6827,2021-08-18T17:26:18Z,C,YK28,994,6
6828,2021-08-18T17:42:10Z,C,YK28,997,3
6829,2021-08-18T17:42:10Z,C,YK28,403,3
6830,2021-08-18T18:54:23Z,C,YK28,998,2
6831,2021-08-18T18:54:23Z,C,YK28,999,1
6832,2021-08-18T18:54:23Z,C,YK28,000,1
6833,2021-08-18T18:54:23Z,C,YK28,001,1
6834,2021-08-18T18:54:23Z,C,YK28,403,1
6835,2021-08-19T11:02:20Z,C,YK28,994,2
6836,2021-08-19T11:07:29Z,C,YK28,994,6
6837,2021-08-19T11:07:29Z,C,YK28,994,6
6838,2021-08-19T12:47:33Z,C,YK28,998,3
6839,2021-08-19T12:47:33Z,C,YK28,000,1
6840,2021-08-19T12:47:33Z,C,YK28,001,1
6841,2021-08-19T12:47:33Z,C,YK28,403,1
6842,2021-08-19T12:50:17Z,A,YK28,217,1
6843,2021-08-19T13:04:38Z,C,YK28,994,6
6844,2021-08-19T13:07:34Z,C,YK28,994,6
6845,2021-08-19T13:07:34Z,C,YK28,000,2
6846,2021-08-19T13:07:34Z,C,YK28,899,3
6847,2021-08-19T13:07:34Z,C,YK28,901,3
6848,2021-08-19T13:21:03Z,B,YK28,598,1
6849,2021-08-19T13:21:03Z,B,YK28,599,1
6850,2021-08-19T13:24:54Z,B,YK28,581,1
6851,2021-08-19T13:29:43Z,C,YK28,994,6
6852,2021-08-19T13:31:12Z,C,YK28,997,1
6853,2021-08-19T13:31:12Z,C,YK28,999,1
6854,2021-08-19T13:31:12Z,C,YK28,000,1
6855,2021-08-19T13:31:12Z,C,YK28,403,1
6856,2021-08-19T13:31:12Z,C,YK28,899,1
6857,2021-08-19T13:49:22Z,C,YK28,994,6
6858,2021-08-19T13:49:22Z,C,YK28,998,3
6859,2021-08-19T13:49:22Z,C,YK28,999,3
6860,2021-08-19T14:17:39Z,C,YK28,997,1
6861,2021-08-19T14:17:39Z,C,YK28,999,1
6862,2021-08-19T14:17:39Z,C,YK28,000,1
6863,2021-08-19T14:29:47Z,C,YK28,994,2
6864,2021-08-19T14:29:47Z,C,YK28,001,2
6865,2021-08-19T14:30:50Z,C,YK28,994,6
6866,2021-08-19T14:45:49Z,C,YK28,999,2
6867,2021-08-19T14:45:49Z,C,YK28,000,2
6868,2021-08-19T14:45:49Z,C,YK28,001,1
6869,2021-08-19T14:45:49Z,C,YK28,403,1
6870,2021-08-19T14:58:58Z,C,YK28,999,3
6871,2021-08-19T14:58:58Z,C,YK28,000,3
6872,2021-08-19T16:16:49Z,C,YK28,997,1
6873,2021-08-19T16:16:49Z,C,YK28,999,1
6874,2021-08-19T16:16:49Z,C,YK28,000,1
6875,2021-08-19T16:16:49Z,C,YK28,899,1
6876,2021-08-19T16:20:47Z,C,YK28,999,1
6877,2021-08-19T16:20:47Z,C,YK28,000,1
6878,2021-08-19T16:20:47Z,C,YK28,001,1
6879,2021-08-19T16:20:47Z,C,YK28,403,1
6880,2021-08-19T16:20:47Z,C,YK28,901,2
6881,2021-08-19T16:34:35Z,C,YK28,994,3
6882,2021-08-19T16:34:35Z,C,YK28,995,3
6883,2021-08-19T16:43:29Z,C,YK28,994,1
6884,2021-08-19T16:43:29Z,C,YK28,995,5
6885,2021-08-19T16:49:56Z,A,YK28,217,1
6886,2021-08-19T16:54:21Z,C,YK28,994,3
6887,2021-08-19T16:54:21Z,C,YK28,995,3
6888,2021-08-19T16:54:21Z,C,YK28,996,1
6889,2021-08-19T16:54:21Z,C,YK28,999,2
6890,2021-08-19T16:54:21Z,C,YK28,000,1
6891,2021-08-19T16:54:21Z,C,YK28,001,1
6892,2021-08-19T16:54:21Z,C,YK28,403,1
6893,2021-08-19T17:02:45Z,C,YK28,995,1
6894,2021-08-19T17:02:45Z,C,YK28,997,2
6895,2021-08-19T17:02:45Z,C,YK28,999,2
6896,2021-08-19T17:02:45Z,C,YK28,000,1
6897,2021-08-19T17:06:47Z,B,YK28,581,1
6898,2021-08-19T17:06:47Z,B,YK28,603,1
6899,2021-08-20T11:12:44Z,B,YK28,584,1
6900,2021-08-20T11:12:44Z,B,YK28,381,1
6901,2021-08-20T11:15:18Z,B,YK28,591,1
6902,2021-08-20T11:15:18Z,B,YK28,588,2
6903,2021-08-20T11:15:18Z,B,YK28,381,3
6904,2021-08-20T11:17:09Z,C,YK28,994,5
6905,2021-08-20T11:29:22Z,B,YK28,581,1
6906,2021-08-20T11:29:22Z,B,YK28,584,1
6907,2021-08-20T11:29:22Z,B,YK28,598,1
6908,2021-08-20T11:29:22Z,B,YK28,381,1
6909,2021-08-20T11:39:55Z,B,YK28,581,1
6910,2021-08-20T11:39:55Z,B,YK28,598,1
6911,2021-08-20T12:24:09Z,C,YK28,994,5
6912,2021-08-20T12:24:09Z,C,YK28,995,1
6913,2021-08-20T13:08:38Z,C,YK28,994,3
6914,2021-08-20T13:08:38Z,C,YK28,995,3
6915,2021-08-20T13:17:29Z,C,YK28,995,6
6916,2021-08-20T13:17:29Z,C,YK28,996,3
6917,2021-08-20T13:17:29Z,C,YK28,999,1
6918,2021-08-20T13:17:29Z,C,YK28,000,1
6919,2021-08-20T13:17:29Z,C,YK28,001,1
6920,2021-08-20T13:19:27Z,C,YK28,994,2
6921,2021-08-20T13:19:27Z,C,YK28,995,4
6922,2021-08-20T14:00:10Z,C,YK28,997,2
6923,2021-08-20T14:00:10Z,C,YK28,899,2
6924,2021-08-20T14:00:10Z,C,YK28,900,1
6925,2021-08-20T14:00:10Z,C,YK28,901,1
6926,2021-08-20T14:03:15Z,C,YK28,994,2
6927,2021-08-20T14:03:15Z,C,YK28,995,4
6928,2021-08-20T14:03:15Z,C,YK28,996,2
6929,2021-08-20T14:03:15Z,C,YK28,999,1
6930,2021-08-20T14:03:15Z,C,YK28,000,1
6931,2021-08-20T14:03:15Z,C,YK28,403,2
6932,2021-08-20T14:08:33Z,C,YK28,996,2
6933,2021-08-20T14:08:33Z,C,YK28,999,2
6934,2021-08-20T14:08:33Z,C,YK28,000,2
6935,2021-08-20T14:13:59Z,C,YK28,994,3
6936,2021-08-20T14:13:59Z,C,YK28,995,3
6937,2021-08-20T14:13:59Z,C,YK28,995,1
6938,2021-08-20T14:29:32Z,C,YK28,994,12
6939,2021-08-20T14:29:32Z,C,YK28,995,30
6940,2021-08-20T16:20:00Z,B,YK28,581,1
6941,2021-08-20T16:20:00Z,B,YK28,598,1
6942,2021-08-20T16:20:00Z,B,YK28,603,1
6943,2021-08-20T16:33:19Z,C,YK28,994,2
6944,2021-08-20T16:33:19Z,C,YK28,997,1
6945,2021-08-20T16:33:19Z,C,YK28,999,1
6946,2021-08-20T16:33:19Z,C,YK28,001,1
6947,2021-08-20T16:33:19Z,C,YK28,899,1
6948,2021-08-20T16:34:53Z,B,YK28,581,2
6949,2021-08-20T17:22:08Z,C,YK28,995,2
6950,2021-08-20T17:22:08Z,C,YK28,996,1
6951,2021-08-20T17:22:08Z,C,YK28,000,1
6952,2021-08-20T17:55:24Z,C,YK28,994,3
6953,2021-08-20T17:55:24Z,C,YK28,995,3
6954,2021-08-20T18:10:25Z,C,YK28,994,2
6955,2021-08-20T18:10:25Z,C,YK28,995,2
6956,2021-08-20T18:10:25Z,C,YK28,996,1
6957,2021-08-20T18:10:25Z,C,YK28,403,1
6958,2021-08-20T18:17:58Z,C,YK28,996,2
6959,2021-08-20T18:17:58Z,C,YK28,998,2
6960,2021-08-20T18:17:58Z,C,YK28,000,1
6961,2021-08-20T18:17:58Z,C,YK28,403,1
6962,2021-08-20T18:25:57Z,B,YK28,591,1
6963,2021-08-20T18:25:57Z,B,YK28,588,1
6964,2021-08-21T11:07:52Z,C,YK28,994,3
6965,2021-08-21T11:07:52Z,C,YK28,995,3
6966,2021-08-21T11:07:52Z,C,YK28,996,2
6967,2021-08-21T11:07:52Z,C,YK28,997,1
6968,2021-08-21T11:07:52Z,C,YK28,998,1
6969,2021-08-21T11:07:52Z,C,YK28,403,2
6970,2021-08-21T11:37:39Z,C,YK28,994,6
6971,2021-08-21T11:37:39Z,C,YK28,995,6
6972,2021-08-21T11:58:26Z,B,YK28,581,1
6973,2021-08-21T13:33:20Z,C,YK28,997,1
6974,2021-08-21T13:33:20Z,C,YK28,998,1
6975,2021-08-21T13:33:20Z,C,YK28,999,1
6976,2021-08-21T13:33:20Z,C,YK28,000,1
6977,2021-08-21T13:34:09Z,C,YK28,994,6
6978,2021-08-21T13:34:09Z,C,YK28,995,6
6979,2021-08-21T14:09:34Z,C,YK28,994,1
6980,2021-08-21T14:09:34Z,C,YK28,995,1
6981,2021-08-21T14:09:34Z,C,YK28,997,1
6982,2021-08-21T14:09:34Z,C,YK28,998,1
6983,2021-08-21T14:09:34Z,C,YK28,999,1
6984,2021-08-21T14:09:34Z,C,YK28,000,1
6985,2021-08-21T14:24:19Z,C,YK28,994,1
6986,2021-08-21T14:24:19Z,C,YK28,995,1
6987,2021-08-21T14:24:19Z,C,YK28,999,1
6988,2021-08-21T14:24:19Z,C,YK28,403,1
6989,2021-08-21T14:24:19Z,C,YK28,899,1
6990,2021-08-21T14:24:19Z,C,YK28,901,1
6991,2021-08-21T14:43:43Z,B,YK28,581,1
6992,2021-08-21T14:43:43Z,B,YK28,603,1
6993,2021-08-21T14:43:43Z,B,YK28,381,1
6994,2021-08-21T14:46:31Z,C,YK28,994,2
6995,2021-08-21T14:46:31Z,C,YK28,997,4
6996,2021-08-21T15:11:45Z,C,YK28,994,2
6997,2021-08-21T15:11:45Z,C,YK28,995,4
6998,2021-08-21T15:33:12Z,C,YK28,994,3
6999,2021-08-21T15:33:12Z,C,YK28,995,3
7000,2021-08-21T16:12:11Z,C,YK28,994,6
7001,2021-08-21T16:12:11Z,C,YK28,995,6
7002,2021-08-21T16:22:48Z,C,YK28,995,6
7003,2021-08-21T16:22:48Z,C,YK28,998,2
7004,2021-08-21T16:25:28Z,C,YK28,994,1
7005,2021-08-21T16:25:28Z,C,YK28,995,5
7006,2021-08-21T16:25:49Z,C,YK28,995,4
7007,2021-08-21T16:27:58Z,C,YK28,996,1
7008,2021-08-21T16:27:58Z,C,YK28,998,2
7009,2021-08-21T16:27:58Z,C,YK28,999,1
7010,2021-08-21T16:27:58Z,C,YK28,000,1
7011,2021-08-21T16:27:58Z,C,YK28,403,1
7012,2021-08-21T16:31:31Z,C,YK28,994,2
7013,2021-08-21T16:31:31Z,C,YK28,995,2
7014,2021-08-21T16:31:31Z,C,YK28,403,2
7015,2021-08-21T17:25:23Z,C,YK28,995,1
7016,2021-08-21T17:25:23Z,C,YK28,998,1
7017,2021-08-21T17:25:23Z,C,YK28,001,1
7018,2021-08-21T17:25:23Z,C,YK28,899,1
7019,2021-08-21T17:53:34Z,C,YK28,995,2
7020,2021-08-21T17:53:34Z,C,YK28,998,2
7021,2021-08-21T17:53:34Z,C,YK28,999,1
7022,2021-08-21T17:53:34Z,C,YK28,001,1
7023,2021-08-21T17:53:58Z,C,YK28,998,4
7024,2021-08-21T18:10:11Z,C,YK28,995,1
7025,2021-08-21T18:10:11Z,C,YK28,999,1
7026,2021-08-21T18:10:11Z,C,YK28,899,1
7027,2021-08-21T18:14:00Z,C,YK28,995,3
7028,2021-08-21T18:14:00Z,C,YK28,001,1
7029,2021-08-21T18:14:00Z,C,YK28,403,1
7030,2021-08-21T18:14:00Z,C,YK28,899,1
7031,2021-08-21T18:26:21Z,C,YK28,995,2
7032,2021-08-21T18:26:21Z,C,YK28,996,2
7033,2021-08-21T18:26:21Z,C,YK28,997,2
7034,2021-08-21T18:26:21Z,C,YK28,001,2
7035,2021-08-21T18:26:21Z,C,YK28,900,2
7036,2021-08-21T18:26:21Z,C,YK28,901,2
7037,2021-08-21T18:46:32Z,C,YK28,995,6
7038,2021-08-22T10:33:43Z,C,YK28,994,1
7039,2021-08-22T10:33:43Z,C,YK28,998,1
7040,2021-08-22T10:33:43Z,C,YK28,999,1
7041,2021-08-22T10:38:34Z,A,YK28,217,1
7042,2021-08-22T11:49:59Z,C,YK28,994,1
7043,2021-08-22T11:49:59Z,C,YK28,995,5
7044,2021-08-22T12:01:26Z,C,YK28,994,3
7045,2021-08-22T12:01:26Z,C,YK28,999,2
7046,2021-08-22T12:01:26Z,C,YK28,000,1
7047,2021-08-22T12:56:23Z,B,YK28,581,1
7048,2021-08-22T12:56:23Z,B,YK28,598,1
7049,2021-08-22T12:56:23Z,B,YK28,599,1
7050,2021-08-22T13:30:20Z,C,YK28,994,2
7051,2021-08-22T13:30:20Z,C,YK28,997,1
7052,2021-08-22T13:30:20Z,C,YK28,000,1
7053,2021-08-22T13:37:36Z,C,YK28,996,1
7054,2021-08-22T13:37:36Z,C,YK28,998,1
7055,2021-08-22T13:37:36Z,C,YK28,999,1
7056,2021-08-22T13:37:36Z,C,YK28,000,1
7057,2021-08-22T13:37:36Z,C,YK28,001,1
7058,2021-08-22T13:37:36Z,C,YK28,403,1
7059,2021-08-22T13:37:36Z,C,YK28,899,2
7060,2021-08-22T13:37:36Z,C,YK28,900,2
7061,2021-08-22T13:37:36Z,C,YK28,901,2
7062,2021-08-22T13:44:07Z,C,YK28,995,3
7063,2021-08-22T13:44:07Z,C,YK28,997,3
7064,2021-08-22T13:58:37Z,C,YK28,994,1
7065,2021-08-22T13:58:37Z,C,YK28,995,1
7066,2021-08-22T13:58:37Z,C,YK28,998,1
7067,2021-08-22T14:12:13Z,C,YK28,994,3
7068,2021-08-22T14:12:13Z,C,YK28,995,1
7069,2021-08-22T14:39:47Z,C,YK28,994,3
7070,2021-08-22T14:39:47Z,C,YK28,995,3
7071,2021-08-22T14:39:47Z,C,YK28,998,2
7072,2021-08-22T15:07:00Z,C,YK28,994,1
7073,2021-08-22T15:07:00Z,C,YK28,998,2
7074,2021-08-22T15:07:00Z,C,YK28,999,2
7075,2021-08-22T15:07:00Z,C,YK28,901,1
7076,2021-08-22T15:42:34Z,C,YK28,994,6
7077,2021-08-22T15:42:34Z,C,YK28,995,6
7078,2021-08-22T15:43:42Z,C,YK28,994,12
7079,2021-08-22T16:13:10Z,C,YK28,994,1
7080,2021-08-22T16:13:10Z,C,YK28,996,1
7081,2021-08-22T16:13:10Z,C,YK28,403,1
7082,2021-08-22T16:13:10Z,C,YK28,900,1
7083,2021-08-22T16:22:42Z,A,YK28,217,1
7084,2021-08-22T16:24:22Z,C,YK28,994,4
7085,2021-08-22T16:24:22Z,C,YK28,995,2
7086,2021-08-22T16:57:48Z,C,YK28,994,3
7087,2021-08-22T16:57:48Z,C,YK28,995,3
7088,2021-08-22T17:21:32Z,C,YK28,996,1
7089,2021-08-22T17:21:32Z,C,YK28,998,2
7090,2021-08-22T17:21:32Z,C,YK28,999,1
7091,2021-08-22T17:21:32Z,C,YK28,001,2
7092,2021-08-22T18:58:48Z,C,YK28,996,2
7093,2021-08-22T18:58:48Z,C,YK28,998,2
7094,2021-08-22T18:58:48Z,C,YK28,403,2
7095,2021-08-23T11:02:15Z,C,YK28,994,6
7096,2021-08-23T11:02:15Z,C,YK28,995,6
7097,2021-08-23T11:06:41Z,A,YK28,217,1
7098,2021-08-23T11:37:11Z,B,YK28,584,1
7099,2021-08-23T11:42:22Z,C,YK28,994,3
7100,2021-08-23T11:42:22Z,C,YK28,995,3
7101,2021-08-23T11:42:22Z,C,YK28,996,1
7102,2021-08-23T11:42:22Z,C,YK28,998,1
7103,2021-08-23T11:42:22Z,C,YK28,999,1
7104,2021-08-23T11:42:22Z,C,YK28,000,1
7105,2021-08-23T11:42:22Z,C,YK28,001,1
7106,2021-08-23T11:42:22Z,C,YK28,403,1
7107,2021-08-23T11:44:43Z,C,YK28,994,1
7108,2021-08-23T11:44:43Z,C,YK28,995,1
7109,2021-08-23T11:44:43Z,C,YK28,998,1
7110,2021-08-23T12:47:51Z,B,YK28,593,1
7111,2021-08-23T12:50:17Z,C,YK28,994,2
7112,2021-08-23T12:50:17Z,C,YK28,998,1
7113,2021-08-23T12:50:17Z,C,YK28,999,2
7114,2021-08-23T12:50:17Z,C,YK28,000,1
7115,2021-08-23T12:50:17Z,C,YK28,001,2
7116,2021-08-23T13:29:51Z,C,YK28,994,4
7117,2021-08-23T13:29:51Z,C,YK28,995,2
7118,2021-08-23T13:35:40Z,B,YK28,584,2
7119,2021-08-23T13:35:40Z,B,YK28,381,1
7120,2021-08-23T14:54:36Z,C,YK28,994,1
7121,2021-08-23T14:54:36Z,C,YK28,995,1
7122,2021-08-23T15:27:02Z,B,YK28,591,1
7123,2021-08-23T15:58:50Z,C,YK28,996,1
7124,2021-08-23T15:58:50Z,C,YK28,999,2
7125,2021-08-23T15:58:50Z,C,YK28,000,1
7126,2021-08-23T15:58:50Z,C,YK28,403,2
7127,2021-08-23T16:00:47Z,C,YK28,995,4
7128,2021-08-23T16:00:47Z,C,YK28,403,2
7129,2021-08-23T16:05:37Z,C,YK28,994,1
7130,2021-08-23T16:05:37Z,C,YK28,996,1
7131,2021-08-23T16:05:37Z,C,YK28,998,1
7132,2021-08-23T16:05:37Z,C,YK28,999,1
7133,2021-08-23T16:05:37Z,C,YK28,000,1
7134,2021-08-23T16:05:37Z,C,YK28,001,1
7135,2021-08-23T16:05:37Z,C,YK28,403,1
7136,2021-08-23T16:11:24Z,B,YK28,588,1
7137,2021-08-23T16:11:24Z,B,YK28,599,1
7138,2021-08-23T16:11:24Z,B,YK28,381,1
7139,2021-08-23T16:14:41Z,C,YK28,994,1
7140,2021-08-23T16:14:41Z,C,YK28,995,1
7141,2021-08-23T16:14:41Z,C,YK28,998,2
7142,2021-08-23T16:14:41Z,C,YK28,000,1
7143,2021-08-23T16:22:27Z,C,YK28,995,18
7144,2021-08-23T16:22:27Z,C,YK28,997,4
7145,2021-08-23T16:22:27Z,C,YK28,899,8
7146,2021-08-23T16:53:58Z,C,YK28,994,4
7147,2021-08-23T16:53:58Z,C,YK28,995,8
7148,2021-08-23T16:55:33Z,C,YK28,994,4
7149,2021-08-23T16:55:33Z,C,YK28,995,2
7150,2021-08-23T16:55:33Z,C,YK28,997,2
7151,2021-08-23T16:55:33Z,C,YK28,403,2
7152,2021-08-23T17:00:43Z,C,YK28,994,3
7153,2021-08-23T17:00:43Z,C,YK28,995,3
7154,2021-08-23T17:05:50Z,C,YK28,994,2
7155,2021-08-23T17:05:50Z,C,YK28,995,4
7156,2021-08-23T17:34:42Z,B,YK28,593,1
7157,2021-08-23T17:34:42Z,B,YK28,588,1
7158,2021-08-23T17:44:55Z,C,YK28,994,6
7159,2021-08-23T17:44:55Z,C,YK28,995,6
7160,2021-08-23T17:52:05Z,C,YK28,996,1
7161,2021-08-23T17:52:05Z,C,YK28,998,2
7162,2021-08-23T17:52:05Z,C,YK28,999,2
7163,2021-08-23T17:52:05Z,C,YK28,403,1
7164,2021-08-23T18:40:38Z,C,YK28,994,3
7165,2021-08-23T18:40:38Z,C,YK28,995,3
7166,2021-08-23T18:53:20Z,C,YK28,994,1
7167,2021-08-23T18:53:20Z,C,YK28,995,1
7168,2021-08-23T18:53:20Z,C,YK28,996,1
7169,2021-08-23T18:53:20Z,C,YK28,998,1
7170,2021-08-23T18:53:20Z,C,YK28,999,1
7171,2021-08-23T18:53:20Z,C,YK28,000,1
7172,2021-08-23T18:58:14Z,C,YK28,994,3
7173,2021-08-23T18:58:14Z,C,YK28,995,3
7174,2021-08-23T18:58:14Z,C,YK28,998,2
7175,2021-08-23T18:58:14Z,C,YK28,999,2
7176,2021-08-23T18:58:14Z,C,YK28,001,2
7177,2021-08-24T11:00:13Z,C,YK28,998,1
7178,2021-08-24T11:00:13Z,C,YK28,999,2
7179,2021-08-24T11:00:13Z,C,YK28,000,1
7180,2021-08-24T11:00:13Z,C,YK28,001,1
7181,2021-08-24T11:00:13Z,C,YK28,403,1
7182,2021-08-24T12:15:56Z,C,YK28,994,2
7183,2021-08-24T12:15:56Z,C,YK28,995,1
7184,2021-08-24T12:15:56Z,C,YK28,999,1
7185,2021-08-24T13:10:46Z,C,YK28,000,1
7186,2021-08-24T13:10:46Z,C,YK28,899,2
7187,2021-08-24T14:17:03Z,C,YK28,994,9
7188,2021-08-24T14:17:03Z,C,YK28,995,9
7189,2021-08-24T14:17:03Z,C,YK28,996,9
7190,2021-08-24T14:17:03Z,C,YK28,996,9
7191,2021-08-24T14:17:03Z,C,YK28,998,9
7192,2021-08-24T14:17:03Z,C,YK28,998,9
7193,2021-08-24T14:17:03Z,C,YK28,000,9
7194,2021-08-24T14:17:03Z,C,YK28,000,9
7195,2021-08-24T14:29:10Z,B,YK28,584,1
7196,2021-08-24T14:41:27Z,C,YK28,994,3
7197,2021-08-24T14:41:27Z,C,YK28,995,3
7198,2021-08-24T15:10:58Z,E,YK28,598,1
7199,2021-08-24T15:20:49Z,B,YK28,584,1
7200,2021-08-24T15:32:09Z,C,YK28,998,5
7201,2021-08-24T15:32:09Z,C,YK28,403,1
7202,2021-08-24T15:37:20Z,C,YK28,994,6
7203,2021-08-24T15:37:20Z,C,YK28,994,1
7204,2021-08-24T15:37:20Z,C,YK28,995,6
7205,2021-08-24T15:37:20Z,C,YK28,996,2
7206,2021-08-24T15:37:20Z,C,YK28,403,1
7207,2021-08-24T15:38:48Z,C,YK28,995,6
7208,2021-08-24T15:45:49Z,C,YK28,994,1
7209,2021-08-24T15:45:49Z,C,YK28,403,1
7210,2021-08-24T15:45:49Z,C,YK28,899,1
7211,2021-08-24T15:52:47Z,C,YK28,996,6
7212,2021-08-24T15:58:14Z,C,YK28,994,3
7213,2021-08-24T15:58:14Z,C,YK28,995,3
7214,2021-08-24T16:23:03Z,B,YK28,591,1
7215,2021-08-24T16:23:03Z,B,YK28,599,1
7216,2021-08-24T16:25:11Z,C,YK28,995,2
7217,2021-08-24T16:25:11Z,C,YK28,996,2
7218,2021-08-24T16:33:09Z,B,YK28,584,1
7219,2021-08-24T16:37:22Z,C,YK28,994,9
7220,2021-08-24T16:37:22Z,C,YK28,995,3
7221,2021-08-24T16:37:53Z,C,YK28,994,3
7222,2021-08-24T16:37:53Z,C,YK28,995,3
7223,2021-08-24T16:44:16Z,C,YK28,994,4
7224,2021-08-24T16:44:16Z,C,YK28,995,2
7225,2021-08-24T16:44:16Z,C,YK28,998,2
7226,2021-08-24T16:44:16Z,C,YK28,999,2
7227,2021-08-24T16:53:15Z,C,YK28,995,3
7228,2021-08-24T16:53:15Z,C,YK28,001,3
7229,2021-08-24T17:01:46Z,C,YK28,994,3
7230,2021-08-24T17:01:46Z,C,YK28,995,3
7231,2021-08-24T17:03:10Z,C,YK28,995,3
7232,2021-08-24T17:03:10Z,C,YK28,001,3
7233,2021-08-24T17:20:18Z,C,YK28,994,6
7234,2021-08-24T17:22:52Z,C,YK28,994,2
7235,2021-08-24T17:22:52Z,C,YK28,995,1
7236,2021-08-24T17:22:52Z,C,YK28,998,1
7237,2021-08-24T17:28:07Z,C,YK28,995,-3
7238,2021-08-24T17:28:07Z,C,YK28,001,-3
7239,2021-08-24T17:28:24Z,E,YK28,600,2
7240,2021-08-24T18:10:07Z,C,YK28,994,2
7241,2021-08-24T18:20:12Z,C,YK28,994,3
7242,2021-08-24T18:20:12Z,C,YK28,995,3
7243,2021-08-24T18:29:42Z,E,YK28,775,10
7244,2021-08-24T18:37:43Z,B,YK28,581,1
7245,2021-08-24T18:43:54Z,B,YK28,581,1
7246,2021-08-24T18:43:54Z,B,YK28,381,1
7247,2021-08-24T18:44:17Z,B,YK28,581,1
7248,2021-08-24T18:44:17Z,B,YK28,586,1
7249,2021-08-24T18:44:17Z,B,YK28,381,1
7250,2021-08-24T18:47:16Z,E,YK28,767,1
7251,2021-08-24T18:47:16Z,E,YK28,598,1
7252,2021-08-24T18:47:16Z,E,YK28,599,1
7253,2021-08-24T19:01:08Z,C,YK28,994,3
7254,2021-08-24T19:01:08Z,C,YK28,995,3
7255,2021-08-24T19:01:08Z,C,YK28,998,4
7256,2021-08-24T19:01:08Z,C,YK28,403,2
7257,2021-08-24T19:02:11Z,C,YK28,994,3
7258,2021-08-24T19:02:11Z,C,YK28,995,3
7259,2021-08-24T19:14:29Z,B,YK28,581,3
7260,2021-08-24T19:14:29Z,B,YK28,381,3
7261,2021-08-25T10:51:29Z,E,YK28,769,3
7262,2021-08-25T10:51:29Z,E,YK28,600,2
7263,2021-08-25T10:55:04Z,C,YK28,994,6
7264,2021-08-25T10:55:04Z,C,YK28,996,2
7265,2021-08-25T10:55:04Z,C,YK28,998,2
7266,2021-08-25T10:55:04Z,C,YK28,403,2
7267,2021-08-25T11:29:11Z,B,YK28,586,1
7268,2021-08-25T11:32:48Z,C,YK28,995,2
7269,2021-08-25T11:32:48Z,C,YK28,997,1
7270,2021-08-25T11:42:52Z,A,YK28,201,1
7271,2021-08-25T11:54:13Z,C,YK28,994,12
7272,2021-08-25T11:56:37Z,C,YK28,994,2
7273,2021-08-25T11:56:37Z,C,YK28,995,4
7274,2021-08-25T12:36:57Z,C,YK28,995,2
7275,2021-08-25T12:36:57Z,C,YK28,996,2
7276,2021-08-25T12:36:57Z,C,YK28,999,1
7277,2021-08-25T12:36:57Z,C,YK28,000,1
7278,2021-08-25T12:43:15Z,C,YK28,994,2
7279,2021-08-25T12:43:15Z,C,YK28,996,1
7280,2021-08-25T12:43:15Z,C,YK28,998,1
7281,2021-08-25T12:43:15Z,C,YK28,998,2
7282,2021-08-25T12:43:15Z,C,YK28,999,2
7283,2021-08-25T12:44:49Z,B,YK28,584,1
7284,2021-08-25T12:44:49Z,B,YK28,598,1
7285,2021-08-25T12:44:49Z,B,YK28,381,1
7286,2021-08-25T13:07:44Z,C,YK28,994,1
7287,2021-08-25T13:07:44Z,C,YK28,995,1
7288,2021-08-25T13:07:44Z,C,YK28,996,1
